Job Title,Salary,Company,Date,Location,Category
Зохион байгуулагч,"2,500,000 ₮",Шөлөндө ХХК,2024-11-07 10:43,Хороо 8,"Pесторан, кафе, паб"
Үйлчлэгч,"1,800,000 ₮",Шөлөндө ХХК,2024-11-07 10:42,Хороо 12,"Pесторан, кафе, паб"
Бэлтгэгч,"2,000,000 ₮",Шөлөндө ХХК,2024-11-07 10:42,120 мянгат,"Pесторан, кафе, паб"
Бэлтгэгч,"1,700,000 ₮",хувь хүн,2024-11-07 10:42,Хороо 6,"Pесторан, кафе, паб"
Ээлжийн харуул,"1,300,000 ₮",Грассвиув Хилл ХХК,2024-11-07 10:40,Амгалан,Харуул хамгаалалт
Хүнсний цехэд савлагч,"1,700,000 ₮",хувь хүн,2024-11-07 10:39,Амгалан,Үйлдвэрлэл
Худалдагч,"1,300,000 ₮",хувь хүн,2024-11-07 10:38,13-р хороолол,"Борлуулалт, худалдаа"
Гагнуурчины туслах,"2,000,000 ₮",хувь хүн,2024-11-07 10:27,Орбит,"Барилга, дэд бүтэц"
Барилгын материалын дэлгүүрт худалдагч,"1,500,000 ₮",хувь хүн,2024-11-07 10:22,100 айл,"Борлуулалт, худалдаа"
Тавилга хүргэлтийн ажилтан,"2,000,000 ₮",хувь хүн,2024-11-07 10:21,Мишээл,"Борлуулалт, худалдаа"
Түгээлтийн жолооч /с ангилалтай/,"1,500,000 ₮",Брикланд ХХК,2024-11-07 10:21,Алтай хотхон,"Борлуулалт, худалдаа"
Брикхаус тоглоомын дэлгүүрт худалдааны зөвлөх,"1,500,000 ₮",Брикланд ХХК,2024-11-07 10:20,Хороо 1,"Борлуулалт, худалдаа"
Худалдааны төлөөлөгч,"1,570,000 ₮",Брикланд ХХК,2024-11-07 10:19,Хороо 1,"Борлуулалт, худалдаа"
Porteriin jolooch,"2,000,000 ₮",хувь хүн,2024-11-07 10:18,11-р хороолол,"Тээвэр, гааль, агуулах"
Түгээлтийн жолооч,"1,800,000 ₮",хувь хүн,2024-11-07 10:17,Амгалан,"Борлуулалт, худалдаа"
Камер хяналтын оператор,"1,500,000 ₮",Мөнхтэнгэрийн ноёд ХХК,2024-11-07 10:13,Хороо 1,Харуул хамгаалалт
Chickenii gazar tuslah togooch,"2,500,000 ₮",хувь хүн,2024-11-07 10:08,Хороо 1,"Pесторан, кафе, паб"
Хорооллын эцэст имартын ард хүнсний дэлгүүрт ээлжийн худалдагч,"1,980,000 ₮",хувь хүн,2024-11-07 10:07,4 хороолол,"Борлуулалт, худалдаа"
Фитнес клубт үйлчлэгч,"1,500,000 ₮",М-Армор ХХК,2024-11-07 10:04,Зайсан,Үйлчилгээ
Үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-07 09:58,Хороо 1,Үйлчилгээ
Туслах ажилтан,"1,300,000 ₮",хувь хүн,2024-11-07 09:55,10-р хороолол,Туслах ажилчин
Зайсанд үл хөдлөхийн борлуулалтын менежер,"1,700,000 ₮",хувь хүн,2024-11-07 09:55,Зайсан,"Борлуулалт, худалдаа"
Угаагч,"1,500,000 ₮",хувь хүн,2024-11-07 09:53,Хороо 6,"Pесторан, кафе, паб"
Бэлтгэгч,"1,500,000 ₮",хувь хүн,2024-11-07 09:47,Хороо 6,"Pесторан, кафе, паб"
Үйлчлэгч,"1,000,000 ₮",хувь хүн,2024-11-07 09:46,Romana Residence,Үйлчилгээ
Барилгын туслах,"2,200,000 ₮",хувь хүн,2024-11-07 09:44,Орбит,"Барилга, дэд бүтэц"
Сантехникч,"1,500,000 ₮",Ньюком Проперти ХХК,2024-11-07 09:41,23-р сургуулийн ойролцоо,"Барилга, дэд бүтэц"
Оффисын үйлчлэгч,"1,000,000 ₮",хувь хүн,2024-11-07 09:40,Чулуун овоо,Үйлчилгээ
Худалдааны зөвлөх,"1,400,000 ₮",хувь хүн,2024-11-07 09:40,13-р хороолол,"Борлуулалт, худалдаа"
Бараа тоологч,"1,800,000 ₮",хувь хүн,2024-11-07 09:30,Хороо 20,"Тээвэр, гааль, агуулах"
Цахилгаанчин,"1,700,000 ₮",хувь хүн,2024-11-07 09:30,Хороо 7,"Барилга, дэд бүтэц"
Агуулахын туслах ажилтан,"1,700,000 ₮",хувь хүн,2024-11-07 09:26,Үйлдвэрийн баруун бүс,"Тээвэр, гааль, агуулах"
Оффист туслах /жолооч/,"1,800,000 ₮",хувь хүн,2024-11-07 09:21,Хороо 1,"Тээвэр, гааль, агуулах"
Туслах ажилчин,"2,500,000 ₮",хувь хүн,2024-11-07 09:17,Хороо 20,Туслах ажилчин
Пительчин,"1,800,000 ₮",хувь хүн,2024-11-07 09:14,50 мянгат,Үйлдвэрлэл
Туслах ажилтан,"1,500,000 ₮",хувь хүн,2024-11-07 09:13,Баруун 4 зам,Туслах ажилчин
Үйлчилгээний ажилтан,"1,200,000 ₮",хувь хүн,2024-11-07 09:13,Баруун 4 зам,Үйлчилгээ
Үйлчлэгч,"1,200,000 ₮",Ньюком Проперти ХХК,2024-11-07 09:12,120 мянгат,Үйлчилгээ
Хамгаалагч,"100,000 ₮",хувь хүн,2024-11-07 09:12,Хороо 6,Харуул хамгаалалт
Спорт заал цэвэрлэх үйлчлэгч,"1,000,000 ₮",хувь хүн,2024-11-07 09:06,Хороо 3,Үйлчилгээ
Иогийн багш,"1,500,000 ₮",Хан тэгри мэд ХХК,2024-11-07 09:06,Төв,"Гоо сайхан, фитнес, спорт"
Сургуулийн гал тогоонд үйлчлэгч,"1,000,000 ₮",хувь хүн,2024-11-07 08:54,5 шар,Үйлчилгээ
Тооцооны нягтлан бодогч,"2,500,000 ₮",хувь хүн,2024-11-07 08:50,Хороо 13,"Банк, санхүү, нябо, нярав"
Агуулахын туслах ажилтан,"2,500,000 ₮",хувь хүн,2024-11-07 08:45,Хороо 20,"Тээвэр, гааль, агуулах"
Савлагч үндсэн ажилтнаар,"1,200,000 ₮",хувь хүн,2024-11-07 08:43,Хороо 14,Үйлдвэрлэл
Пирошкины тогооч,"1,300,000 ₮",хувь хүн,2024-11-07 08:43,Хороо 14,"Pесторан, кафе, паб"
Онлайн борлуулалтын ажилтан,"1,400,000 ₮",хувь хүн,2024-11-07 08:42,50 мянгат,"Борлуулалт, худалдаа"
Нягтлан,"2,000,000 ₮",Хан тэгри мэд ХХК,2024-11-07 08:39,Төв,"Банк, санхүү, нябо, нярав"
Сантехникийн инженер,"2,500,000 ₮",хувь хүн,2024-11-07 08:35,Зайсан,"Барилга, дэд бүтэц"
Сүүний цехд туслах ажилтан,"1,500,000 ₮",хувь хүн,2024-11-07 08:29,5 шар,Үйлдвэрлэл
Цэвэрлэгээ үйлчилгээний ажилтан,"1,900,000 ₮",хувь хүн,2024-11-07 08:28,Зайсан,Үйлчилгээ
Зайрмагны түгээлтын жолооч,"2,500,000 ₮",хувь хүн,2024-11-07 08:23,Хороо 3,"Борлуулалт, худалдаа"
Түгээгч,"2,200,000 ₮",Сатурн фүүдс ХХК,2024-11-07 08:17,Нисэх,"Борлуулалт, худалдаа"
Сөх-д харуул үйлчлэгч,"1,000,000 ₮",хувь хүн,2024-11-07 08:17,120 мянгат,Харуул хамгаалалт
Эзэгтэйн туслагч,"1,500,000 ₮",хувь хүн,2024-11-07 08:11,Нарны хороолол,Үйлчилгээ
Сөх-д үйлчлэгч харуул,"1,000,000 ₮",хувь хүн,2024-11-07 08:11,120 мянгат,Үйлчилгээ
Зайсанд үл хөдлөхийн борлуулалтын менежер,"1,700,000 ₮",хувь хүн,2024-11-07 08:06,Зайсан,"Борлуулалт, худалдаа"
Харилцагчийн зөвлөх,"1,800,000 ₮",хувь хүн,2024-11-07 06:49,13-р хороолол,"Борлуулалт, худалдаа"
Эзэгтэйн туслах,"1,800,000 ₮",хувь хүн,2024-11-07 00:49,Хороо 17,Үйлчилгээ
Компьютерийн худалдааны төвд худалдааны зөвлөх,"2,000,000 ₮",Квант Сервис ХХК,2024-11-07 00:16,Хороо 9,"Борлуулалт, худалдаа"
Захиралын туслах,"2,000,000 ₮",хувь хүн,2024-11-06 22:11,4 хороолол,"Захиргаа, Хүний нөөц"
Үйлчлэгч,"1,500,000 ₮",хувь хүн,2024-11-06 22:05,100 айл,Үйлчилгээ
Hudaldaanii zuvluh,"1,700,000 ₮",хувь хүн,2024-11-06 22:03,Амгалан,"Борлуулалт, худалдаа"
Малчин,"600,000 ₮",хувь хүн,2024-11-06 21:41,Хэнтий,Ажлын зар
Сөх-д үйлчлэгч,"1,100,000 ₮",хувь хүн,2024-11-06 21:13,Москва хороолол,Үйлчилгээ
Түргэн хоолны газар ажилтан,"1,800,000 ₮",хувь хүн,2024-11-06 20:56,Нархан хотхон,"Pесторан, кафе, паб"
Хүргэлтийн жолооч,"3,500,000 ₮",хувь хүн,2024-11-06 20:17,13-р хороолол,"Борлуулалт, худалдаа"
Бааранд хамгаалагч,"1,800,000 ₮",хувь хүн,2024-11-06 20:05,Хороо 1,Харуул хамгаалалт
Пабд тогооч,"2,000,000 ₮",хувь хүн,2024-11-06 20:05,15-р хороолол,"Pесторан, кафе, паб"
Бааранд зөөгч,"1,800,000 ₮",хувь хүн,2024-11-06 20:03,Хороо 1,"Pесторан, кафе, паб"
Өрөөний үйлчлэгч,"1,300,000 ₮",хувь хүн,2024-11-06 19:52,4 хороолол,"Аялал жуулчлал, зочид буудал"
Кино зураг авалтад масс,"40,000 ₮",хувь хүн,2024-11-06 19:50,Бага тойрог,"Дизайн, урлаг, уран сайхан"
Угаагч,"1,500,000 ₮",хувь хүн,2024-11-06 19:23,Арцатын ам,"Pесторан, кафе, паб"
Үйлчлэгч,"75,000 ₮",хувь хүн,2024-11-06 18:38,Богд-Ар,Үйлчилгээ
Худалдааны зөвлөх,"1,600,000 ₮",хувь хүн,2024-11-06 18:36,Нүхтийн ам,"Борлуулалт, худалдаа"
Хараа зүйн оптикт ажилтан,"1,700,000 ₮",хувь хүн,2024-11-06 18:34,1-р хороолол,"Борлуулалт, худалдаа"
Туслах тогооч,"80,000 ₮",хувь хүн,2024-11-06 18:29,Богд-Ар,"Pесторан, кафе, паб"
Тогооч,"120,000 ₮",хувь хүн,2024-11-06 18:25,Богд-Ар,"Pесторан, кафе, паб"
Эрэгтэй туслах ажилтан,"1,200,000 ₮",хувь хүн,2024-11-06 18:21,100 айл,Туслах ажилчин
Модератор,"1,300,000 ₮",хувь хүн,2024-11-06 18:14,Хороо 4,"МТ, харилцаа холбоо"
Karaoked зөөгч,"2,000,000 ₮",хувь хүн,2024-11-06 18:12,Модны 2,"Pесторан, кафе, паб"
Үйлдвэрт дамжлагын ажилтан,"2,500,000 ₮",хувь хүн,2024-11-06 18:06,Хороо 3,Үйлдвэрлэл
Худалдагч,"35,000 ₮",хувь хүн,2024-11-06 17:46,Зайсан,"Борлуулалт, худалдаа"
Bariach,"4,000,000 ₮",хувь хүн,2024-11-06 17:40,Модны 2,"Гоо сайхан, фитнес, спорт"
Цахилгаанчин,"1,800,000 ₮",хувь хүн,2024-11-06 17:31,Мишээл,"Барилга, дэд бүтэц"
Бараа цуглуулах ажилтан,"2,100,000 ₮",хувь хүн,2024-11-06 17:20,Хороо 20,"Борлуулалт, худалдаа"
Агуулахын харуул,"950,000 ₮",хувь хүн,2024-11-06 17:18,14-р хороолол,Харуул хамгаалалт
Түгээлтийн туслах ажилтан,"2,500,000 ₮",хувь хүн,2024-11-06 17:15,Хороо 20,"Борлуулалт, худалдаа"
Түгээгч жолооч,"3,000,000 ₮",хувь хүн,2024-11-06 17:14,Хороо 20,"Борлуулалт, худалдаа"
Туслах ажилтан,"2,300,000 ₮",Баясах Хульж ХХК,2024-11-06 17:11,Хороо 20,"Тээвэр, гааль, агуулах"
Buudald reception,"1,500,000 ₮",хувь хүн,2024-11-06 17:10,15-р хороолол,"Аялал жуулчлал, зочид буудал"
Buudald uruu uilchlegch,"1,800,000 ₮",хувь хүн,2024-11-06 17:08,15-р хороолол,"Аялал жуулчлал, зочид буудал"
ресторанд зөөгч,"1,500,000 ₮",хувь хүн,2024-11-06 17:07,Хүннү,"Pесторан, кафе, паб"
Gal togoonii tuslah ajiltan,"1,350,000 ₮",хувь хүн,2024-11-06 17:04,15-р хороолол,"Pесторан, кафе, паб"
Хөтлөгч,"1,500,000 ₮",хувь хүн,2024-11-06 16:56,Сансар,Ажлын зар
Үйлчилгээний төвд үйлчлэгч,"1,100,000 ₮",хувь хүн,2024-11-06 16:49,Хороо 1,Үйлчилгээ
Худалдааны зөвлөх,"2,000,000 ₮",хувь хүн,2024-11-06 16:42,13-р хороолол,"Борлуулалт, худалдаа"
С ангилалтай жолооч,"2,500,000 ₮",хувь хүн,2024-11-06 16:27,Орбит,"Тээвэр, гааль, агуулах"
Тогооч,"130,000 ₮",Веж Арт Натуралс ХХК,2024-11-06 16:23,Натур худалдааны төв,"Pесторан, кафе, паб"
Сауны үрэлтийн ажилтан /эрэгтэй/,"1,400,000 ₮",хувь хүн,2024-11-06 16:20,Дархан-Уул,"Гоо сайхан, фитнес, спорт"
Бэлэн бүтээгдэхүүний нярав,"1,600,000 ₮",Монбэйкери ХХК,2024-11-06 16:19,4 хороолол,"Банк, санхүү, нябо, нярав"
Хүнсний сүлжээ дэлгүүрт ээлжийн касс,"2,100,000 ₮",хувь хүн,2024-11-06 16:17,Натур худалдааны төв,"Борлуулалт, худалдаа"
Лаборант,"600,000 ₮",хувь хүн,2024-11-06 16:15,Хороо 26,"Эрүүл мэнд, эм зүй"
Шангри-ла моллд байрлах ресторанд зохион байгуулагч,"2,500,000 ₮",хувь хүн,2024-11-06 16:14,Хороо 1,"Pесторан, кафе, паб"
Шангри-ла моллд байрлах ресторанд зөөгч,"1,700,000 ₮",хувь хүн,2024-11-06 16:14,Хороо 1,"Pесторан, кафе, паб"
Худалдааны зөвлөх,"1,400,000 ₮",Монбэйкери ХХК,2024-11-06 16:12,4 хороолол,"Борлуулалт, худалдаа"
Харуул,"1,500,000 ₮",хувь хүн,2024-11-06 16:11,Мишээл,Харуул хамгаалалт
"Талх, нарийн боовны үйлдвэрт үйлдвэрийн ажилтан","1,500,000 ₮",Монбэйкери ХХК,2024-11-06 16:08,4 хороолол,Үйлдвэрлэл
Угаагч,"1,800,000 ₮",хувь хүн,2024-11-06 16:02,Бага тэнгэрийн ам,"Pесторан, кафе, паб"
Хамгаалагч,"1,000,000 ₮",хувь хүн,2024-11-06 15:59,Баянгол зочид буудал,Харуул хамгаалалт
Editor,"1,500,000 ₮",хувь хүн,2024-11-06 15:59,Хороо 8,"Дизайн, урлаг, уран сайхан"
